category,agency,description,locationType,address,borough,lat,lng,frequency
machine,environment,commercial alley gas power generator in alley created loud noise also very strong fumes. i discovered generator in alley but it was not in operation. spoke with contractor he stated that he agreed to place generator in font of vacant bldg.,none,5642 N BROADWAY;CHICAGO; IL;,none,41.98489920500049, -87.66015730499964,1
machine,environment,railroad trains idling early morning . observed 2 idling locomotive engines running causing fumes. no represtentative at the rail company.,none,9001 S DREXEL AVE;CHICAGO; IL;,none,41.73117000400049, -87.60066669499969,1
undefined,environment,triton industries 311-complaint : very loud pounding noise from 8 pm - 12 am.,none,1020 N KOLMAR AVE;CHICAGO; IL;,none,41.899528949000455, -87.73985718099965,1
machine,environment,sushi samba bar is creating lots of loud music noise from 10:00 pm - 3:00 am. facility in question has audible music emanating from upper level of the structure which is constructed in a tent type wanner with clear removable plastic windows. it is obvious the above described section of the structure has no acoustical or noise suppression qualities because music and patron activity is audible on the public way.,none,504 N WELLS ST;CHICAGO; IL;,none,41.89097478700046, -87.63407964499964,6
machine,environment,intercontinental hotel garbage truck loading between 11:00 - 11:45 pm. found no activity in alley at this time.,none,535 N MICHIGAN AVE;CHICAGO; IL;,none,41.89217163000046, -87.62412314799968,16
undefined,environment,commonwealth edison smoke is all over the neighborhood all night and every day. spoke to complainant by phone he stated that the problem occurred at different times nd different nights.,none,3400 S PULASKI RD;CHICAGO; IL;,none,41.831129500000486, -87.72426796099967,1
machine,environment,aztec material facility continues to disturb the peace in our community.,none,1400 W 32ND ST;CHICAGO; IL;,none,41.8355035620005, -87.66061360799966,16
machine,environment,word evangelistic church very loud noise coming from above facility also take noise readings at 9:30 pm on friday 10/8/2004. alternating male/female voices speakers could be heard throughout the service peaked at 59 dba. handclap applause could be heard occasionally however there was no significant change in natural ambient 49-50 dba. no music was audible during this monitoring period. all windows were closed during services. i was unable to detect anyu audible activity after 11:15 pm.,none,10501 S AVENUE J AVE;CHICAGO; IL;,none,41.70444072400045, -87.53403429899964,3
machine,environment,beverly art brewery & wine refrig unit creating very loud noise after 9 pm. observed a refrigerated trailer parked in rear of location. periodically the refrigerated unit would cycle on and cause sound pressure level of 81 dba on rear alley public way and at closest residential lot line. owner agreed to not operate the unit after 9 pm.,none,10033 S WESTERN AVE;CHICAGO; IL;,none,41.7108220610005, -87.68172341199966,1
machine,environment,residential bldg. contractors are starting work before ordinance hours at 6:30 am creating loud noise. no early morning noise at this time.,none,1806 W HADDON AVE;CHICAGO; IL;,none,41.90237854200046, -87.67269067399968,3
machine,environment,cy's crab house restaurant exhaust fan emitting high pitched loud noise disturbing residents in the neighborhood. kitchen exhaust fain in use causing loud rattling noise. spoke with manager witnessed noise will contact a service company for repair.,none,3819 N ASHLAND AVE;CHICAGO; IL;,none,41.951291753000476, -87.66892386499967,1
machine,environment,pragon springs early morning noise from 6 am - 8 pm ducts are running 24 hours also blowing dust. no construction noise at this time.,none,4400 W RICE ST;CHICAGO; IL;,none,41.8961585240005, -87.73611111299965,1
machine,environment,hilton hotel laundry facility making very loud noise (dryer) from 6 am until 10 pm humming sound type of noise also lint into the atmosphere.,none,725 S WABASH AVE;CHICAGO; IL;,none,41.87275999800045, -87.62590768499967,3
machine,environment,hilton hotel laundry facility making very loud noise (dryer) from 6 am until 10 pm humming type of noise also lint into the atmosphere.,none,725 S WELLS ST;CHICAGO; IL;,none,41.87292709600047, -87.63354934799969,2
machine,environment,residemtial bldg. early morning construction before ordnance at 7:15 am causing very loud noise. no one was present at site. left business card.,none,1806 W HADDON AVE;CHICAGO; IL;,none,41.90237854200046, -87.67269067399968,3
machine,environment,people gas early morning industrial grinding is done outside of the bldg on the sidewalk. work was emergency work. no violations,none,1675 N WESTERN AVE;CHICAGO; IL;,none,41.91244026700048, -87.68723362399965,1
machine,environment,rods auto center facility leaves overhead doors open causing very loud noise also smell greasy odors and dumped motor oil or some type of fluids into sewer. observed no greasy odors or heard any loud noises. found no motor oils dumped into the sewer.,none,840 W 35TH ST;CHICAGO; IL;,none,41.830758784000466, -87.64780640699968,1
human,environment,tavern noise too loud in tavern. found no noise at this time.,none,1958 W HURON ST;CHICAGO; IL;,none,41.8941178340005, -87.67683082299965,3
machine,environment,thrifty foods noise from roof tops cooling equipment. this complaint was initially received and responded to on 8/5/2004 when it was determined that equipment in question was in violation of city ordinance 55/67 dba. at that time store manager escorted me to roof and witnessed and acknowledged noise was excessive. respondent facilitys equipment still exceeds city ordinance when it cycles on.,none,928 W WILSON AVE;CHICAGO; IL;,none,41.96544844400046, -87.65312331699965,5
machine,environment,brown's excavation construction workers start before ordinance hours at 7 am. i spoke with employees i gave them a warning and told them not to operate heavey machinery unit after 8 am. they will compy with ordinance.,none,1424 W LEXINGTON ST;CHICAGO; IL;,none,41.872557488000496, -87.66273035099965,1
machine,environment,residential bldg. construction crew using jack hammer on 1st floor interior causing very loud noise. i spoke with property manager about noise complaint he informed me a jackhammer was used for 2 hours the previous week to break up floor to repair plumbing problem in a unit.,none,5734 N WINTHROP AVE;CHICAGO; IL;,none,41.98659997200048, -87.65802788799965,1
machine,environment,epstein & sons inc. noise level to loud construction work being done. no noise from the machinery at this time.,none,1035 N DEARBORN ST;CHICAGO; IL;,none,41.90158116300046, -87.62987418599965,4
machine,environment,osario iron works noise from loading/unloading steel between 7 am - 4 pm. noise is very loud. at the time of inspection observed no noise or violation were observed.,none,4515 W THOMAS ST;CHICAGO; IL;,none,41.90060287600045, -87.73914967999968,3
machine,environment,office bldg. there was a fan placed on the side of the building that makes to much noise. i noticed no loud fan on the side of bldg. there is a self paking lot with parked carrs.,none,725 N WELLS ST;CHICAGO; IL;,none,41.89550130600048, -87.63413822399968,1
machine,environment,the word church noise coming from the church after 9 pm. please take noise measurements from inside a residence after 9 pm and issue a citations if appropriate. service were in progress. ampified vocals were audible from the public way (sermon type single person no music). the windows on the north wall were open. i took noise measurement from the public way. ambient noise 56 dba. this did not constitue a violation per current mcc requirements.,none,10501 S AVENUE J AVE;CHICAGO; IL;,none,41.70444072400045, -87.53403429899964,3
undefined,environment,public way excessive noise emitted by heat pump at second floor at rear of the bldg. no suspect noise was observed from the alley or sidewalk adjacent to the bldg. (residential less than 4 units).,none,824 S OAKLEY AVE;CHICAGO; IL;,none,41.870589391000465, -87.68372722999965,1
machine,environment,construction company starts at 6:30 am and goes until 8:00 pm; 6 days a week.,none,1801 W IRVING PARK RD;CHICAGO; IL;,none,41.954182828000455, -87.67439950799968,1
machine,environment,residential garge loud banging working on car in garage after 11:30 pm. no apparently activity or audible noise from the garage.,none,11528 S PRINCETON AVE;CHICAGO; IL;,none,41.68431205000047, -87.63008816299964,1
machine,environment,w e o'neil early morning construction at the bernadine hotel.,none,747 N WABASH AVE;CHICAGO; IL;,none,41.89597800100046, -87.62676344599964,1
machine,environment,mchugh construction starting construction work before ordinance hours making loud noise. spoke with superintendent and gave him a verbal warning about the start time he stated that he will comply.,none,1100 S STATE ST;CHICAGO; IL;,none,41.90208125300046, -87.62839696199967,4
undefined,environment,osorio iron the business is making lots of noise. no activity was observed at this time. referred to doe day shift for noise violation.,none,4515 W THOMAS ST;CHICAGO; IL;,none,41.90060287600045, -87.73914967999968,3
machine,environment,sushi samba loud music coming out from the restaurant after 10 pm. activity from this facility was very audible due to the following outdoor cafe/beer garden; valet service etc. most audible was the combination of music and patrons talking on the upper level which is covered only with tent/canopy type material. this enclosure is not sufficient to suppress noise emanating from within that has the potential to disturb neighboring residential properties.,none,510 N WELLS ST;CHICAGO; IL;,none,41.89111826900046, -87.63408519299969,1
machine,environment,residential bldg. loud noise from newly installed a/c system. found 2 large cnetral a/c units installed less than a foot from complainants property line and apprx 20 ft from a bedroom windows. units were not operating at this time.,none,4052 N HAMLIN AVE;CHICAGO; IL;,none,41.9553189770005, -87.72277690799967,1
machine,environment,liquior store & deli very loud fan running after 12 am causing noise. i was unable to detect any audible/distinctive mechanical or fan noise.,none,5022 W LAWRENCE AVE;CHICAGO; IL;,none,41.96798831600046, -87.75359122799966,1
machine,environment,ruiz auto body shop shop is making too much noise early sunday morning.,none,4910 S HERMITAGE AVE;CHICAGO; IL;,none,41.804509486000484, -87.66854706799967,1
machine,environment,fed ex fan on top of the roof is making lots of noise 24 hours for 3 weeks. found a very audible squeaking noise emanating from respondent facilitys roof which is located directly across street from complainants.,none,1260 W MADISON ST;CHICAGO; IL;,none,41.88158792100046, -87.65919054099965,2
machine,environment,residential bldg. air compressor is too loud and neighbors can not sleep at night. i was unable to detect described air compressor or other unusual mechanical noise howevr i did observed this address has 2 central air condition unit insalled in between bldg and less than a foot away from adjacent residential property at 4942 n drake.,none,4944 N DRAKE AVE;CHICAGO; IL;,none,41.97155002000045, -87.71713764099968,3
machine,environment,jewel food store machine behind facility is making a lot of noise all day long. some machinery noise audible but not substntially louder than ambient noise as measured at nearest residential boundary.,none,11500 S HALSTED ST;CHICAGO; IL;,none,41.684798928000475, -87.64224738899969,2
machine,environment,we wash ii power washer at facility makes too much noise from 7 am to 7 pm 7 days a week. equipment is used during the day for cleaning velicles. no violation.,none,452 N HALSTED ST;CHICAGO; IL;,none,41.890559587000496, -87.64762739199966,5
machine,environment,jewel food store machine behind facility is making a lot of noise all day long. some machinery noise audible but not substantially louder than ambient noise as measured at nearest residential boundary.,none,11414 S HALSTED ST;CHICAGO; IL;,none,41.68656946300047, -87.64229566699964,1
machine,environment,peter robinson construction workrs are starting work before ordinance hours at 6 am causing excessive noise. respondent caused and alloweda nuisance to exist within the city of chicago.,none,7314 N HONORE ST;CHICAGO; IL;,none,42.01417695100048, -87.67669731999968,1
machine,environment,john merlo library there is a large air conditioner at the library branch which is located behind the complainant house very loud noise. air condition unit rear emitting loud noise. a/c unit must be checked for trouble. i informed management that the unit is loud nd may be in violation of the city ordinance.,none,644 W BELMONT AVE;CHICAGO; IL;,none,41.940068976000475, -87.64576880699968,3
machine,environment,residential bldg. starting const before ordinance hours at 7 am causing very loud noise.,none,1925 N LINCOLN AVE;CHICAGO; IL;,none,41.91711507400049, -87.63707364299967,3
machine,environment,residential bldg. construction workers are working after ordinance hours at 11 pm causing a loud noise. i was unable to detect any audible constrution noise. bldg permit was posted in front window. spoke with security guard who said he was unaware of work at that hour.,none,940 W GORDON TER;CHICAGO; IL;,none,41.95738847500047, -87.65386238999969,1
machine,environment,residential bldg. construction crew is starting to work before 6 am causing noise disturbances. spoke with site superintendent and told hime that they couldn't start until 8 am he agreed to comply.,none,4200 S DREXEL AVE;CHICAGO; IL;,none,41.81788139300045, -87.60465135099969,1
machine,environment,residential bldg. starting const before ordinance hours at 7:30 am causing very loud noise.,none,2100 N DAYTON ST;CHICAGO; IL;,none,41.92010870200045, -87.64979713899965,1
machine,environment,residential bldg. very loud power tools before ordinance hours begin at 6:30 am.,none,1512 W OLIVE AVE;CHICAGO; IL;,none,41.98450324000049, -87.66812949399969,1
machine,environment,residential bld. start const before ordinance hours at 6 am causing very loud noise.,none,1314 N LA SALLE ST;CHICAGO; IL;,none,41.906259427000464, -87.63302798199965,1
machine,environment,king coral aquarium loud noise from roof top equipment. i was able to detect loud mechanical noise emanating from roof of respondent facility. the equipment in question was cycling on/off apprx every 30 seconds and sounded like a rattling trash compactor. spoke with complainant who stated the faciliy had been turning the equipment off at aclossing after initial investigation by doe inspector.,none,5541 W MONTROSE AVE;CHICAGO; IL;,none,41.96045354600045, -87.76641036399968,2
machine,environment,on state recycling very loud noise coming from facility also check for all of doe violations. i did not observed any unusual noise from the facillity other than noise from their routine operations of customers bringing in metal to be sold to the recycler.,none,5801 S STATE ST;CHICAGO; IL;,none,41.78852392200048, -87.62550013699968,1
machine,environment,bridgeport village starting const before ordinance hours at 7 am with heavy equipment causing loud noise.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,commercial bldg. noise coming from some type of exhaust fan on the side of the bldg. 24 hrs a day. i was unable to detect the noise in question. the bldg was closed/locked.,none,725 S WELLS ST;CHICAGO; IL;,none,41.87292709600047, -87.63354934799969,2
machine,environment,bridgeport village starting at 7 am before ordinance hours causing very loud noise.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,construction site construction noise. found construction equipment and scaffolding in place. no workers on site at this time.,none,1101 S STATE ST;CHICAGO; IL;,none,41.86916070300049, -87.62735986599967,2
human,environment,residential bldg. loud music noise from the band. i was unable to detect any music. there was no disturbance at the time of inspection.,none,1228 N GREENVIEW AVE;CHICAGO; IL;,none,41.90432013700047, -87.66509713699969,1
machine,environment,bridgeport village starting construction work at 7 am causing very loud noise.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,aztec materials late night noise monitoring at 9 pm. his surveillance monitoring period found no audible noise emanating from the above facility which produces concrete. there was no loading activity.,none,1400 W 32ND ST;CHICAGO; IL;,none,41.8355035620005, -87.66061360799966,16
machine,environment,columbus hospital 1 large exhaust fan on side of bldg causing very loud noise.,none,2520 N LAKEVIEW AVE;CHICAGO; IL;,none,41.928710486000455, -87.63924799899968,3
machine,environment,bridgeport village early morning construction before ordinance hours at 7 am creating very loud noise. i spoke with complainant about early morning noise he still do not want either of the inspectors to go out.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,walsh construction construction work is going on 24 hours a day making loud noise at night. i was able to detect very audible sound of a jack hammer within 600 ft of area residential property. i spoke with foreman determin respondent work crew was using a jack hammer to break concrete within the structive.,none,919 N MICHIGAN AVE;CHICAGO; IL;,none,41.899662614000476, -87.62410355999964,1
machine,environment,bridgeport village starting construction at 7 am before ordinance hours also not wetting causing particular emissions in the air. i spoke with complainat concerning early morning noise. i informed him that i will sent darrell gray or stan kaehler the next day he stated that he did not want either to respond to his complaint. i told him they are the only two inspectors that can respond to early morning noise he informed me not to send them out.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,residential bldg. contractor start work before ordinance hours at 7 am also dust all over the area. spoke with owner and gave him a warning about the start time he said he will comply.,none,1848 N ORCHARD ST;CHICAGO; IL;,none,41.915279489000454, -87.64605798499969,1
machine,environment,residential bldg. contractor's are starting work before ordinance hours at 7 am also when they leave for the day throwing debris into complainant back yard.,none,1624 N CAMPBELL AVE;CHICAGO; IL;,none,41.9111197520005, -87.68971794299966,1
machine,environment,lemon scents cleaner industrial fan causing very loud noise. i proceeded to complainants residence which is directly next door. entering complainant 2nd floor unit with all doors and windows the noise in question roof top exhaust equipment was quite audible. the equipment is located apprx 20 ft away.,none,1727 W AUGUSTA BLVD;CHICAGO; IL;,none,41.899618242000486, -87.67083683499965,7
machine,environment,bridgeport village starting construction work at 7 am making lots of noise. complainant stated that he wanted to talk to me concerning excessive noise levels from facility. i tried to contact him 3 times on my cell phone where in the field. he did not answer his phone. i left a message on both phone # given.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,nik construction starting construction work before 8 am creating lots of noise also cutting bricks with dry saw creating lots of dust in the area. superintendent was given a varning about state time he stated he will comply.,none,2149 W HURON ST;CHICAGO; IL;,none,41.89400722500045, -87.68063518199966,3
machine,environment,word evangelistic church pa system is too loud a church after 9 pm. upon arrival some sort of service was in process. a single speaker's ampiified voice was clearly audible from the public way. windows were open i recorded noise levels for informational purposes. ambient noise = 56 dba source of noise = 73 dba. the method of noise measurement did not meet any code requiredment for a violation with this type of noise.,none,10501 S AVENUE J AVE;CHICAGO; IL;,none,41.70444072400045, -87.53403429899964,3
machine,environment,starting construction work at 6 am creating lots of noise. also spraying orange paint on private garages. the name of the construction company is pacific construction. no early morning construction occurring before 8 am.,none,8100 S STONY ISLAND AVE;CHICAGO; IL;,none,41.74759943900045, -87.58589735099969,2
machine,environment,bridgeport village starting construction work at 7 am not using water trucks. no visible dust emissions observed.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,bridgeport village early morning noise before ordinance hours begin at 7 am. no visible dust emissions observed.,none,3300 S THROOP ST;CHICAGO; IL;,none,41.83420978100048, -87.65838635899968,20
machine,environment,sushi samba very loud noise (music) coming from facility after 9 pm to 1 am. as sc0 heduled met with complainant to conduct sound pressure level testing inside his residence. music was audible. testing with noise meter at open living room window determined source was audible however was within city ordinance level 51/55 dba.,none,504 N WELLS ST;CHICAGO; IL;,none,41.89097478700046, -87.63407964499964,6
machine,environment,csx railroad citizen complained that noise constantly going from railroad engines. residents were informed that railroad under federal jurisdiction and not local municipal. i have given some resident csx phone number.,none,2141 W 52ND PL;CHICAGO; IL;,none,41.7979530020005, -87.67848089099965,3
machine,environment,hilton hotel noise from laundry room (dryers) also emitting lint particulate emission intothe air.,none,720 S MICHIGAN AVE;CHICAGO; IL;,none,41.87261971100048, -87.62421763499964,7
machine,environment,residential bldg. very loud noise from heavy equipment before ordinance hours begin at 7 am - 7:15 am.,none,2507 N SACRAMENTO AVE;CHICAGO; IL;,none,41.9268921850005, -87.70231353599968,1
machine,environment,hortex restaurant noise from an industrial size a/c unit and exhaust fan located on the roof at above location. intrview of complainant needed in case residential noise levels are necessary. e-mail 8/11/2004 to complainant no answer by 8/26/2004.,none,7419 W IRVING PARK RD;CHICAGO; IL;,none,41.95260305000045, -87.81305933999965,1
undefined,environment,residential area locomotive # 5107; #9438; #6359 air pollution; diesel odors; blows into the windows of apart.; anytime from 6 am. this is not under municipal jurisdication but federal.,none,1524 S SANGAMON ST;CHICAGO; IL;,none,41.8610185390005, -87.64985705799967,2
machine,environment,residential bldg. loud a/c unit.,none,6131 N DRAKE AVE;CHICAGO; IL;,none,41.99298130800048, -87.71766423399964,3
machine,environment,public library starting construction at 6 am in the morning before ordinance hours making excessive noise. no early morning construction occurring before 8 am.,none,8100 S STONY ISLAND AVE;CHICAGO; IL;,none,41.74759943900045, -87.58589735099969,2
machine,environment,residential bldg. construction work early morning noise before ordinance hours at 7 am. spoke with owner and gave him a verbal warning on starting time he will comply.,none,1942 W RACE AVE;CHICAGO; IL;,none,41.891578204000496, -87.67623048399969,2
human,environment,residential bldg. speakers on the front porch causing very loud noise and disturbing to the neighbors. no evidence of sperkers on roof and no noise was being generate from this residential unit.,none,2141 N CLIFTON AVE;CHICAGO; IL;,none,41.9210939030005, -87.65702425099965,4
human,environment,iggy's restaurant bar loud music. found both upper and ground level beer gardens occupid with patrons.,none,1840 W NORTH AVE;CHICAGO; IL;,none,41.910556966000456, -87.67405241799969,2
machine,environment,thrifty food store a/c unit on top of roof causing very loud noise after 9 pm (possible refrig. unit making noise). the unit in question measures apprx 4x4 ft and is located on rooftop of the store and is pisutuibed apprx 30' ft from complainants bedroom window and very audible upon my arrival. calibrated sound pressure level testing determined the noise source (unit) city ordinance levels when it cycles on 67/55 dba.,none,928 W WILSON AVE;CHICAGO; IL;,none,41.96544844400046, -87.65312331699965,5
machine,environment,crag n metals company has mutiple shifts from 6 am to 9 pm cutting metal which is extremely disturbing to the resident.,none,2900 N KEARSARGE AVE;CHICAGO; IL;,none,41.933695257000466, -87.73178083799968,1
machine,environment,walgreen's roof top air condition unit is making very loud excessive noises. spoke with store manager regarding the roof top air conditioning unit. he stated that no problems were reported on the a/c unit. noise detected from the unit was minimal.,none,4343 N CENTRAL AVE;CHICAGO; IL;,none,41.959853301000464, -87.76718722699968,1
machine,environment,king coral aq roof top air condition unit is making very loud noise. owner stated that the a/c unit was recently repair. noise detected from the unit was moderately loud.,none,5541 W MONTROSE AVE;CHICAGO; IL;,none,41.96045354600045, -87.76641036399968,2
machine,environment,residential bldg. contractor working before ordinance hours begin at 6-7 am creating loud noise also throwing debris from 3rd floor windown in alley no chute. no violations were observed but possible bldg violations were noticed. i called 311 to report the site.,none,6303 N KENMORE AVE;CHICAGO; IL;,none,41.99646834800046, -87.65688318299965,3
machine,environment,residential bldg. the air condition is too loud. noise very audible after 6 pm. i contacted the complainant & advised him of the standards for the doe noise mitigation program. he stated that he would contact doe if and when the activity met those requirements.,none,6082 N WHIPPLE ST;CHICAGO; IL;,none,41.99269899900048, -87.70556757899965,2
machine,environment,residential bldg. exhaust for new diesel generator installed contrary to plans. no violation found. will refer to bldg dept for a follow up.,none,520 S MICHIGAN AVE;CHICAGO; IL;,none,41.87513283800047, -87.62434899499965,3
machine,environment,residential bldg. parking garage making excessive noises going on 24 hours 7 days a week also maybe fumes being emitted into the air. i began recording sound pressure levels at no time did the source of noise exceed or reach code limits per 11-4-1120. i informed the complainant of my findings with which he was unsatisified.,none,6700 S OGLESBY AVE;CHICAGO; IL;,none,41.77322964300049, -87.56834694699967,4
machine,environment,residential bldg. very loud high pitched noise coming from above address. spoke with complainant he stated that they resolve the problem.,none,3521 N BOSWORTH AVE;CHICAGO; IL;,none,41.945821871000476, -87.66757338999969,1
machine,environment,residential bldg. starting construction work with heavy machinery before ordinance hours at 7:15 am causing loud noise.,none,2149 W HURON ST;CHICAGO; IL;,none,41.89400722500045, -87.68063518199966,3
machine,environment,narcise bar they play their music at a disturbing high volume until they closed. no noise observed from the respondent business. informed manager of complaint advised self monitoring.,none,710 N CLARK ST;CHICAGO; IL;,none,41.89522056700048, -87.63122696499966,3
machine,environment,residential bldg. work begins at 6 am before ordinance hours. rehab bldg throwing debris from 3rd flr into the alley without a chute.,none,6303 N KENMORE AVE;CHICAGO; IL;,none,41.99646834800046, -87.65688318299965,3
machine,environment,residential bldg. generator fan is making lots of noise between 12 am - 4 am. no inspection possible without complaint interview for necessary noise measurement appointment.,none,6353 W BELMONT AVE;CHICAGO; IL;,none,41.93829878600047, -87.78485890999968,1
machine,environment,residential bldg. machinery hammering morning or night every day. resident in apt 604 works in the home & constantly makes disturbing noises. spoke with complainant who stated he noise is coming from another tenant about her unit. i informed her that our ordinance required excessive noise levels from another property. she stated that she has contacted her landlord and wrote her a letter.,none,4800 S LAKE PARK AVE;CHICAGO; IL;,none,41.807732418000455, -87.59040853499965,1
machine,environment,public way very loud noise from facility 12 am until 3 am. no facility at the provided address. ald's office had no information to clarify the complaint.,none,438 E 87TH ST;CHICAGO; IL;,none,41.73656749300045, -87.61242172599964,1
machine,environment,residential bldg. a/c unit very loud noise after 9 pm. no investigation complainant necessary for investigation by regulations of mcc 11-4-1120.,none,10438 S DRAKE AVE;CHICAGO; IL;,none,41.7030787270005, -87.70983678299967,1
machine,environment,westlawn food market delivering before ordinance hours at 5 am causing a noise disturbance. gave warning to owner for loading and unloading.,none,5826 S PULASKI RD;CHICAGO; IL;,none,41.78702565900045, -87.72301919599965,1
machine,environment,burger king the outdoor drive pa system box is excessively loud. drive thur intercom generating noise. complainant residence apprx 60 ft distant noise level slightly exceed code limit per 11-4-1120 (only applicable section).,none,2834 W IRVING PARK RD;CHICAGO; IL;,none,41.953988092000486, -87.69981077899968,1
machine,environment,cafe bistro loud noise exhaust fan needs new motor 24 hours. roof top exhaust from restaurant genrating noise which exceeded code limit (11-4-1120). restaurant owner were advised of violation. he will remedied problem within 1 week.,none,4114 N KEDZIE AVE;CHICAGO; IL;,none,41.95621891000047, -87.70811757799964,1
machine,environment,cafe bistro fan is making noise 24 hours all day everyday. complainant already investigated & problem solved. complainant agreed that the respondents remedy had also decrease the level of noise at her residence to an acceptable level.,none,4100 N KEDZIE AVE;CHICAGO; IL;,none,41.95591931600046, -87.70810720799966,16
machine,environment,john c merlo library 1 large a/c unit in rear of bldg causing very loud noise after 9 pm. hvac noise exceeding code limits 11-4-1120 81 dba.,none,644 W BELMONT AVE;CHICAGO; IL;,none,41.940068976000475, -87.64576880699968,3
machine,environment,residential garage installing car stereos all day & night creating lots of noise. no activity observed several vehicles parked nearby one for sale. referred to revenue dept as possible illegal business.,none,9801 S LEAVITT ST;CHICAGO; IL;,none,41.71539201100046, -87.67700366499969,1
machine,environment,c & m construction they are sandblasting before ordinance hours at 7:30 am causing noise & dust. we did see signs of sandblasting activity. at this time no personnel on site.,none,3529 W FLOURNOY ST;CHICAGO; IL;,none,41.87265312800048, -87.71436064199969,1
machine,environment,marathon gas installed vaccum cleaner before ordinance hours causing loud noise. no early morning construction occurring before 8 am.,none,1958 W 47TH ST;CHICAGO; IL;,none,41.80855745200046, -87.67433037099966,1
machine,environment,b p amoco car wash being use before ordinance hours a 6:00 am causing very loud noise. notified manager of hours of operation for car wash. he stated he has been opening car wash at 6 am. he will comply with ordinance hours at 8 am.,none,841 W IRVING PARK RD;CHICAGO; IL;,none,41.95540430500046, -87.92753584099967,2
human,environment,oak street beachstro loud music at 10:30 pm. complainant stated that he park district had resolved the problem.,none,1000 N LAKE SHORE DR;CHICAGO; IL;,none,41.90097852000048, -87.62427294499969,1
machine,environment,residential bldg. noise from 5 giants air conditioners becoming unbearable especially at night. called complainant 3 different occassions left voice message afternoon and night. no investigation.,none,5491 S CORNELL AVE;CHICAGO; IL;,none,41.795496829000456, -87.58537610199966,1
machine,environment,residential garage mechanic working in the garage using loud power tools that disturb neighbors 4:30 pm - 10 pm every day. no activity at garage but several vehicles parked along alley as if the drivers were waiting for something or someone.,none,4732 S DAMEN AVE;CHICAGO; IL;,none,41.80746969800049, -87.67470716699967,1
machine,environment,residential bldg. noise coming out from entertainment. spoke with complainant she stated that car club had party in park making noise & blocking street with cars. this happen a week ago & party was only for that day. she contacted the cpd & they issued tickets for car blocking street.,none,10534 S UNION AVE;CHICAGO; IL;,none,41.702219124000464, -87.64027698699965,1
machine,environment,we wash iii generator running all day long from 7 am to 7 pm causing excessive noises. the generator was somewhat noisy. we spoke with the manager we told him about the ongoing noise. he stated that they have an electric generator but its at a repair shop & that they've had for about three months. he siad that the employees would go tomorrow to pick it up.,none,452 N HALSTED ST;CHICAGO; IL;,none,41.890559587000496, -87.64762739199966,5
machine,environment,r & b group hvac noise. this was a continuing violation due to a ground level. hvac unit which produced noise in excessive of mcc 11-4-1120. numerous nov's have already been issued. no improvement was observed.,none,1440 W HUBBARD ST;CHICAGO; IL;,none,41.8899647450005, -87.66369989599968,11
machine,environment,residential bldg. complainants neighbor has a very noise a/c and it has become unbearable for him and his family. no early morning construction occurring before 8 am.,none,6082 N WHIPPLE ST;CHICAGO; IL;,none,41.99269899900048, -87.70556757899965,2
human,environment,boston blackie's the bar has bud outdoor speakers that has people singing around 10:15 night. no excessive noise observed at this time. no volation recorded.,none,120 S RIVERSIDE PLZ;CHICAGO; IL;,none,41.88029660800049, -87.63874388599965,3
machine,environment,lelia james bar complainant says the bar next to her home; leila janes bar; is making a lot noise late into the night. complainant says her landlord is available to let an inspector into the building to gauge noise lends. landlord's #: (773)935-7610 joseph giozenco. spoke with daughter of landlord & informed her of complaints of no noise from neighbors at the bar. ste stated she will tell her father about complaints & will talk to tenants to reduce noise levels late at night. i informed her if complaints continue & inspectors respond and find noise above sound level limits nov's will be issued.,none,1008 W ARMITAGE AVE;CHICAGO; IL;,none,41.918138300000464, -87.65378057699968,3
machine,environment,residential bldg. noise coming out from the top of the bldg. it's very loud. i spoke with complainant at 5 pm she stated the noise occured during the late afternoon. i informed that the ordinance did not address that type of noise (hvac) at those hours. i advised her to contact doe if the problem persisted during 9 pm - 8 am time frame.,none,4411 N MILWAUKEE AVE;CHICAGO; IL;,none,41.960995884000454, -87.75473961199964,1
machine,environment,school construction company starting at 6 am working on a school.,none,1339 E 50TH ST;CHICAGO; IL;,none,41.80419260800045, -87.59354965499966,2
machine,environment,public way noise alarm. spoke to mary at 2:30 pm june 31. 2004 she described the noise as the warning alarm for cars entering/exiting a parking garage. i explained that his noise was an exempt act per 11-4-1130.,none,800 N MICHIGAN AVE;CHICAGO; IL;,none,41.8717900690005, -87.62419689399968,9
